2921290000;"Прочие полиамины ациклические и их производные; соли этих соединений";
8544300007;Прочие комплекты проводов для свечей зажигания и комплекты проводов, используемые в моторных транспортных средствах, самолетах или судах;
7616999008;Прочие изделия из алюминия;
9503009909;Игрушки прочие ;
8424309000;Прочие машины пескоструйные или пароструйные и аналогичные метательные устройства;
4602110000;Корзиночные, плетеные и другие изделия, изготовленные непосредственно по форме из материалов для плетения или из товаров товарной позиции 4601, из бамбука;
8536699008;Штепсели и розетки, прочие ;
5508101000;Нитки швейные из химических синтетических волокон, не расфасованные для розничной продажи;
8502132000;Установки электрогенераторные с поршневым двигателем внутреннего сгорания с воспламенением от сжатия (дизелем или полудизелем), номинальной выходной мощностью более 375 ква, но не более 750 ква ;
8516797000;Прочие приборы электронагревательные;
8708309109;Дисковые тормозные системы и их части, прочие ;
0802320000;Орехи грецкие очищенные от скорлупы, свежие или сушеные;
4016995709;Прочие изделия из вулканизованной резины, кроме твердой резины, для моторных транспортных средств товарных позиций 8701 - 8705;
7326191000;Прочие изделия из черных металлов кованые, но без дальнейшей обработки;
4016999708;Прочие изделия из вулканизованной резины, кроме твердой резины;
8414807300;Компрессоры объемные роторные одновальные;
8505191000;Постоянные магниты из агломерированного феррита;
8482109008;Прочие подшипники шариковые;
9503007900;Игрушки и модели, имеющие встроенный двигатель, прочие, из прочих материалов ;
9506620000;Мячи надувные;
9608500000;Наборы, состоящие из двух или более изделий, указанных в вышеприведенных субпозициях;
8708949909;Части рулевых колес, рулевых колонок и картеров рулевых механизмов, прочие ;
9403208009;Прочая мебель металлическая;
8544429009;Проводники электрические на напряжение не более 1000 в, прочие, оснащенные соединительными приспособлениями;
8421990008;ПРОЧИЕ ЧАСТИ ОБОРУДОВАНИЯ И УСТРОЙСТВ ДЛЯ ФИЛЬТРОВАНИЯ ИЛИ ОЧИСТКИ ЖИДКОСТЕЙ ИЛИ ГАЗОВ;2021-12-31T00:00:00
7010200000;Пробки, крышки и прочие аналогичные стеклянные изделия;
7318169900;Гайки из черных металлов, прочие, с внутренним диаметром более 12 мм ;
3924100000;Посуда столовая и кухонная из пластмасс;
8501109900;Двигатели постоянного тока, номинальной выходной мощностью не более 37,5 вт, прочие ;
8409990009;Прочие части, предназначенные исключительно или главным образом для двигателей товарной позиции 8407 или 8408;
9207105000;Синтезаторы, у которых звук производится или должен быть усилен электрическим способом;
3917290009;Прочие трубы, трубки и шланги, жесткие, из прочих пластмасс;
8708309909;"Тормоза и тормоза с сервоусилителем; их части, прочие ";
8412310009;Прочие силовые установки и двигатели пневматические линейного действия (цилиндры);
9505109000;Товары для новогодних и рождественских праздников из прочих материалов;
9404291000;Матрацы из прочих материалов, пружинные;
8516291000;Радиаторы жидконаполненные: электрооборудование обогрева пространства и обогрева грунта;
7315111009;Прочие цепи роликовые из черных металлов, используемые для велосипедов и мотоциклов;
7019590000;ТКАНИ ПРОЧИЕ ИЗ СТЕКЛОВОЛОКНА;2021-12-31T00:00:00
6214300000;Шали, шарфы, кашне, мантильи, вуали и аналогичные изделия из синтетических нитей;
9503009901; палатки для игр, используемые детьми в помещениях или на открытом воздухе, в виде животных, мультипликационных персонажей, транспортных средств, геометрических форм (например, пирамида, конус, куб, усеченная пирамида), состоящие из текстильного материала с пластмассовым или металлическим (трубчатым или пружинным) каркасом, высотой не более 120 см, шириной не более 185 см, длиной не более 185 см ;
7304318009;Прочие трубы холоднотянутые или холоднокатаные  (обжатые в холодном состоянии) , бесшовные, круглого поперечного сечения из железа или нелегированной стали;
8474200002;Машины для измельчения или размалывания: конусные дробилки несамоходные, прочие ;
8518220009;Комплекты громкоговорителей, смонтированных в одном корпусе, прочие ;
8471607000;Прочие устройства ввода или вывода, содержащие или не содержащие в одном корпусе запоминающие устройства;
8544429007;Проводники электрические на напряжение не более 80 в прочие, оснащенные соединительными приспособлениями;
8483502000;Чугунные литые или стальные литые маховики и шкивы, включая блоки шкивов;
4011500009;Прочие шины и покрышки пневматические резиновые новые, для велосипедов;
3901209009;Прочий полиэтилен с удельным весом 0,94 или более;
8204110000;Ключи гаечные ручные, неразводные;
8421398006;Прочее оборудование и устройства для фильтрования или очистки прочих газов;
3920300009;Прочие плиты, листы, пленка и полосы или ленты, непористые и неармированные, неслоистые, без подложки и не соединенные аналогичным способом с другими материалами из полимеров стирола;
3304990000;Прочие косметические средства или средства для макияжа и средства для ухода за кожей (кроме лекарственных), включая средства против загара или для загара;
8308200000;Заклепки трубчатые или раздвоенные, из недрагоценных металлов;
7320202009;Прочие пружины винтовые, обработанные горячим способом, из черных металлов;
6702100000;"Цветы, листья и плоды искусственные и их части; изделия из искусственных цветов, листьев или плодов из пластмассы";
8101960000;Вольфрамовая проволока;
3823199000;"Прoчие промышленные монокарбоновые жирные кислоты; кислотные масла после рафинирования";
4819400000;Мешки и пакеты прочие, включая кули;
5209520000;Ткани хлопчатобумажные, содержащие 85 мас.% или более хлопковых волокон, с поверхностной плотностью более 200 г/м2, напечатанные, 3 - или 4-ниточного саржевого переплетения, включая обратную саржу ;
8517620009;Прочие машины для приема, преобразования и передачи или восстановления голоса, изображений или других данных, включая коммутационные устройства и маршрутизаторы;
8309909000;Прочие пробки, колпачки и крышки, пробки нарезные, оболочки пробок герметизирующие и прочие упаковочные принадлежности из недрагоценных металлов;
8483908909;"Зубчатые колеса, цепные звездочки и другие элементы передач, представленные отдельно, прочие; части";
7307998009;Фитинги для труб или трубок (например, соединения, колена, сгоны), из черных металлов, прочие ;
9401390000;Мебель для сидения вращающаяся с регулирующими высоту приспособлениями, прочая;
9620000003;"Моноопоры, двуноги, треноги и аналогичные изделия, прочие, для оборудования группы 84, изготовленные из черных металлов, кроме литой стали; для машин, приборов, инструментов или аппаратуры группы 90, кроме фотокамер товарной позиции 9006 и кинокамер товарной позиции 9007 ";
3919101200;Плиты, листы, пленка, лента, полоса и прочие плоские формы, из пластмасс, самоклеящиеся, в рулонах  шириной не более 20 см,  полосы или ленты с покрытием из невулканизованного натурального или синтетического каучука  из поливинилхлорида или полиэтилена;
9507300000;Катушки с леской для рыбной ловли;
7318290008;Изделия без резьбы, прочие;
3907299001;Простые полиэфиры спиртов с гидроксильным числом не более 100;
8481900000;Части кранов, клапанов, вентилей и аналогичной арматуры для трубопроводов, котлов, резервуаров, цистерн, баков и аналогичных емкостей, включая редукционные и терморегулирующие клапаны;
8301100000;Замки висячие;
8483508000;Прочие маховики и шкивы, включая блоки шкивов;
6216000000;Перчатки, рукавицы и митенки;
9504302009;Игры прочие, приводимые в действие монетами, банкнотами, банковскими карточками, жетонами или аналогичными средствами оплаты, кроме автоматического оборудования для боулинга;
8446210000;Станки ткацкие, челночные для изготовления тканей шириной более 30 см, с приводом от двигателя ;
8536501109; кнопочные переключатели на напряжение не более 60 в, прочие;
8501402009;Двигатели переменного тока однофазные, номинальной выходной мощностью не более 750 вт, прочие ;
2915704000;Пальмитиновая кислота, ее соли и сложные эфиры ;
8537109800;Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535 или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90 и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517, на напряжение не более 1000 в;
3209900000;Прочие краски и лаки (включая эмали и политуры), изготовленные на основе синтетических полимеров или химически модифицированных природных  полимеров, диспергирован. или растворенные в водной среде;
2905168500;Прочие моноспирты насыщенные   -- октанол (спирт октиловый) и его изомеры;
6304110000;Покрывала постельные, кроме изделий товарной позиции 9404, трикотажные, машинного или ручного вязания;
9609909000;Карандаши простые (кроме указанных в товарной позиции 9608), карандаши цветные, грифели карандашей, пастели, карандаши угольные, мелки для письма или рисования и мелки для портных, прочие ;
8421230000;Оборудование и устройства для фильтрования масла или топлива в двигателях внутреннего сгорания;
8467295900;Инструменты ручные точильные и шлифовальные со встроенным электрическим двигателем, прочие;
9506919000;Прочий инвентарь и оборудование для занятий общей физкультурой, гимнастикой или атлетикой;
4010310000;Бесконечные приводные ремни, трапецеидального поперечного сечения (клиновые ремни), ребристые, с длиной наружной окружности более 60 см, но не более 180 см;
7318130000;Крюки и кольца ввертные, снабженные резьбой, из черных металлов;
3921906000;Прочие плиты, листы, пленка и полоса или ленты из  продуктов полиприсоединения;
9029100009;Счетчики числа оборотов, счетчики количества продукции, таксометры, счетчики пройденного расстояния в милях, шагомеры и аналогичные приборы, прочие ;
7312106909;Скрученная проволока из черных металлов, без электрической изоляции, с покрытием, с максимальным размером поперечного сечения более 3 мм, прочая ;
2103909009;Прочие продукты для приготовления соуса, готовые соусы, вкусовые добавки и приправы смешанные;
8507600000;Литий-ионные аккумуляторы электрические;
4411941000;Прочие плиты из других одревесневших материалов с добавлением или без добавления смол или других органических веществ, плотностью не более 0,5 г/см?, без механической обработки или покрытия поверхности ;
8206000000;Инструменты из двух или более товарных позиций 8202 - 8205, в наборах, предназначенных для розничной продажи;
9403890000;Прочая мебель из прочих материалов, включая тростник, иву или аналогичные материалы;
8484200000;Механические уплотнения;
7315119000;Цепи роликовые прочие, из черных металлов;
8483308007;Подшипники скольжения для валов прочие;
8708805509;"Стабилизаторы поперечной устойчивости; торсионы прочие ";
7010904300;Бутылки из бесцветного стекла для напитков и пищевых продуктов, номинальной вместимостью более 0,33 л, но менее 1 л ;
6403911600;Обувь с подошвой из резины, пластмассы или композиционной кожи и с верхом из натуральной кожи, закрывающая лодыжку, но не часть икры, с длиной стельки 24 см или более, мужская ;
5705003000;Ковры и напольные покрытия прочие, готовые или неготовые, из химических текстильных материалов;
5903909100;Текстильные материалы, пропитанные, с покрытием или дублированные производными целлюлозы или другими пластмассами, с текстильным материалом, образующим лицевую сторону;
8211100000;Наборы различных изделий, включая ножи с режущими, пилообразными лезвиями, кроме ножей товарной позиции 8208;
8431498009;Части, предназначенные исключительно или в основном для машин или механизмов товарной позиции 8426, 8429 или 8430, прочие ;
8527219800;Прочие широковещательные радиоприемники, не способные работать без внешнего источника питания, используемые в моторных транспортных средствах, совмещенные со звукозаписывающей или звуковоспроизводящей аппаратурой;
8438809800;Прочее оборудование для промышленного приготовления или производства пищевых продуктов, в другом месте данной группы не поименованное или не включенное, кроме оборудования для экстрагирования или приготовления жиров или масел животного происхождения или нелетучих жиров или масел растительного или микробиологического происхождения;
8444009000;Машины для вытягивания, текстурирования или резания химических текстильных материалов;
7017200000;Посуда стеклянная для лабораторных, гигиенических или фармацевтических целей, градуированная или неградуированная, калиброванная или некалиброванная, из прочего стекла, имеющего коэффициент линейного расширения не более 5 х 10-6 на k в интервале температур от 0 ?С до 300 ?С ;
8413200000;Насосы жидкостные с расходомерами или без них ручные, кроме насосов субпозиции 8413 11 или 8413 19;
9608300000;Авторучки чернильные, стилографы и ручки прочие;
8714991000;Рули, рукоятки к транспортным средствам товарных позиций 8711 - 8713;
8482500009;Прочие подшипники с цилиндрическими роликами, включая сепараторы и ролики в сборе, прочие;
7412200000;Фитинги для труб или трубок из медных сплавов;
8501522001; двигатели переменного тока многофазные прочие, номинальной выходной мощностью более 750 вт, но не более 7,5 квт, асинхронные ;
9017201000;Инструменты чертежные прочие ;
3917239009;Прочие трубы, трубки и шланги, жесткие из полимеров винилхлорида;
4819200000;Картонки, ящики и коробки, складывающиеся, из негофрированной бумаги или негофрированного картона;
9609101000;Карандаши простые и цветные, с грифелями в твердой оболочке из графита ;
8302500000;Вешалки для шляп, крючки для шляп, кронштейны и аналогичные изделия;
8501101009; синхронные электрические двигатели номинальной выходной мощностью не более 18 вт, прочие ;
8516310001;Аппараты электротермические для ухода за волосами: сушильные колпаки;
5806321000;Прочие ткани узкие, из химических нитей, с тканой кромкой, кроме изделий товарной позиции 5807;
7312104909;Скрученная проволока, тросы и канаты, из черных металлов, без электрической изоляции,с максимальным размером поперечного сечения не более 3 мм, прочие;
9507100000;Удочки рыболовные;
7318156900; винты и болты прочие, в комплекте с гайками или шайбами или без них, из черных металлов, с головками с шестигранным шлицем, прочие ;
9403601009;Мебель деревянная для столовых и жилых комнат: прочая;
8207909900;Прочие инструменты сменные с рабочей частью из прочих материалов;
8517610002; базовые станции для беспроводных сетей связи с возможностью работы в диапазоне несущих частот 2,2 - 10 ггц ;
8207509000;Прочие инструменты для сверления, кроме инструментов для бурения скальных пород;
5513210000;Ткани из синтетических волокон, содержащие менее 85 мас.% этих волокон, смешанные в основном или исключительно с хлопковыми волокнами, имеющие поверхностную плотность не более 170 г/м?, окрашенные, из полиэфирных волокон, полотняного переплетения ;
8482101009; подшипники шариковые, наибольший наружный диаметр которых не более 30 мм, прочие ;
7304399801;Трубы, трубки и профили полые, бесшовные, круглого поперечного сечения из железа или нелегированной стали, прочие, наружным диаметром более 421 мм и толщиной стенки более 10,5 мм ;
8474909000;"Части оборудования для сортировки, грохочения, сепарации, промывки, измельчения, размалывания, смешивания или перемешивания грунта, камня, руд или других минеральных ископаемых в твердом (в том числе порошкообразном или пастообразном) состоянии; части оборудования для агломерации, формовки или отливки твердого минерального топлива, керамических составов, незатвердевшего цемента, гипсовых материалов или других минеральных продуктов в порошкообразном или пастообразном состоянии; части машин формовочных для изготовления литейных форм из песка ";
2804690000;Прочий кремний;
4202390000;Изделия, обычно носимые в кармане или в сумке дамской или мужской из прочих материалов;
8467292000;Инструменты ручные прочие, со встроенным электрическим двигателем, способные работать без внешнего источника питания ;
8512309009;Прочие приборы звуковой сигнализации;
8545110089;Электроды угольные, прочие, используемые в печах;
4013100001;Камеры резиновые для легковых автомобилей (включая грузопассажирские автомобили-фургоны и спортивные автомобили);
6406905000;Вкладные стельки и другие сменные детали обуви;
8543708000;Машины электрические и аппаратура, имеющие индивидуальные функции, в другом месте данной группы не поименованные или не включенные, прочие;
8211920000;Прочие ножи с фиксированными лезвиями;
8518210000;Громкоговорители одиночные, смонтированные в корпусах ;
6306220000;Палатки из синтетических нитей;
9025198009;Прочие термометры и пирометры, не объединенные с другими приборами, с записывающим или без записывающего устройства;
8422300008;"Прочее оборудование для заполнения, закупорки бутылок, банок, закрывания ящиков, мешков или других емкостей; для опечатывания их или этикетирования; для герметичной укупорки колпачками или крышками бутылок, банок, туб и аналогичных емкостей; прочее оборудование для газированных напитков";
2915400000;Кислоты моно-, ди- или трихлоруксусные, их соли и сложные эфиры;
9506703000;Роликовые коньки;
7304399300;Трубы, трубки и профили полые, бесшовные, круглого поперечного сечения из железа или нелегированной стали, прочие, наружным диаметром более 168,3 мм, но не более 406,4 мм;
8536501906;Прочие переключатели на напряжение не более 60 в;
6306120000;Брезенты, навесы и тенты из синтетических нитей;
3922200000;Сиденья и крышки для унитазов из пластмасс;
8506101100;Диоксид-марганцевые щелочные цилиндрические элементы;
8536508008;Прочие выключатели и переключатели на напряжение не более 1000 В;
9114300000;Циферблаты для часов всех видов;
8207801900;Инструменты для токарной обработки металла, с рабочей частью из других материалов;
7007111009;Прочее стекло упрочненное (закаленное) безопасное размером и форматом, позволяющими использовать его на средствах наземного транспорта;
8419899890;Машины, оборудование промышленное или лабораторное с электрическим или неэлектрическим нагревом (исключая печи, камеры и другое оборудование товарной позиции 8514) для обработки материалов в процессе с изменением температуры, таком как нагрев, варка, жаренье, дистилляция, ректификация, стерилизация, пастеризация, пропаривание, сушка, выпаривание, конденсирование или охлаждение, за исключением машин и оборудования, используемых в бытовых целях, прочее;
9401710001;Детские сиденья (кресла) безопасности, устанавливаемые или прикрепляемые к сиденьям транспортных средств, с металлическим каркасом, обитые ;
8508190009;Прочие пылесосы со встроенным электродвигателем;
8470100000;Калькуляторы электронные, способные работать без внешнего источника питания, и карманные машины для записи, воспроизведения и визуального представления данных с вычислительными функциями;
7616991002;Радиаторы алюминиевые биметаллические литые для центрального отопления с неэлектрическим нагревом;
8480710000;Формы для литья резины или пластмасс выдуванием или под давлением;
8421210009;Прочее оборудование и устройства для фильтрования или очистки воды;
3808932100;Гербициды на основе производных динитроанилина, расфасованные в формы или упаковки для розничной продажи или представленные в виде готовых препаратов или изделий;
9506290000;Прочие лыжи водные и инвентарь для занятий водными видами спорта;
5607509000;Бечевки , веревки, канаты и тросы, плетеные или неплетеные, или в оплетке или без оплетки и пропитанные или непропитанные, с покрытием или без покрытия, в оболочке или без оболочки из резины или пластмассы, из прочих синтетических волокон;
2710198200;Моторные масла, компрессорное смазочное масло, турбинное смазочное масло, не содержащие биодизель,  для прочих целей;
7321119000;"Прочие устройства кухонные для приготовления и подогрева пищи, из черных металлов; только на газовом и других видах топлива";
